timestamp,location_id,intersection_id,day_of_week,is_peak,is_holiday,vehicle_count,car_count,bus_count,truck_count,motorcycle_count,pedestrian_count,avg_speed_kmph,occupancy_percent,queue_length_m,signal_phase,signal_phase_duration_sec,travel_time_sec,incident_flag,weather,avg_wait_time_sec,road_capacity_veh_per_hour,incident_type
2023-01-01 12:15:00,KOLKATA,K00501,Sunday,0,0,50,32,3,3,10,4,36.2,25.400000000000002,17,Green,39,173,0,Clear,4,1367,None
2023-01-01 12:30:00,KOLKATA,K00501,Sunday,0,0,69,44,4,4,13,7,30.8,48.0,30,Red,70,233,0,Fog,8,1367,None
2023-01-01 12:45:00,KOLKATA,K00501,Sunday,0,0,69,44,4,4,13,22,30.2,23.0,30,Green,43,206,0,Cloudy,8,1367,None
2023-01-01 17:00:00,KOLKATA,K00501,Sunday,0,0,60,39,3,4,12,5,30.4,32.400000000000006,26,Green,38,200,0,Fog,7,1367,None
2023-01-01 17:15:00,KOLKATA,K00501,Sunday,0,0,95,61,5,6,19,19,30.4,55.400000000000006,50,Yellow,10,205,0,Clear,11,1367,None
2023-01-01 17:30:00,KOLKATA,K00501,Sunday,0,0,83,53,4,5,16,25,34.6,34.800000000000004,18,Red,61,190,0,Fog,4,1367,None
2023-01-01 17:45:00,KOLKATA,K00501,Sunday,0,0,63,40,3,4,12,9,30.1,53.2,47,Yellow,7,232,0,LightRain,14,1367,None
2023-01-01 20:00:00,KOLKATA,K00501,Sunday,0,0,82,53,4,5,16,17,25.3,59.2,60,Yellow,5,250,0,Fog,14,1367,None
2023-01-01 20:15:00,KOLKATA,K00501,Sunday,0,0,75,48,4,5,15,16,39.3,46.800000000000004,62,Yellow,10,154,0,HeavyRain,14,1367,None
2023-01-01 20:30:00,KOLKATA,K00501,Sunday,0,0,73,47,4,5,14,11,37.0,26.200000000000003,46,Green,33,163,0,Cloudy,13,1367,None
2023-01-01 20:45:00,KOLKATA,K00501,Sunday,0,0,90,58,5,6,18,20,40.5,49.0,61,Yellow,6,181,0,Clear,15,1367,None
2023-01-01 07:00:00,HYDERABAD,H00602,Sunday,0,0,32,20,1,2,6,22,35.2,57.6,67,Green,49,215,0,Clear,16,1837,None
2023-01-01 07:15:00,HYDERABAD,H00602,Sunday,0,0,79,51,4,5,15,23,27.7,36.0,30,Yellow,8,205,0,Cloudy,8,1837,None
2023-01-01 07:30:00,HYDERABAD,H00602,Sunday,0,0,52,33,3,3,10,3,36.6,19.400000000000002,33,Yellow,6,177,0,Clear,7,1837,None
2023-01-01 07:45:00,HYDERABAD,H00602,Sunday,0,0,81,52,4,5,16,12,32.9,43.400000000000006,27,Red,62,194,0,LightRain,6,1837,None
2023-01-01 09:00:00,HYDERABAD,H00602,Sunday,0,0,81,52,4,5,16,23,30.7,46.2,66,Green,51,229,0,Clear,17,1837,None
2023-01-01 09:15:00,HYDERABAD,H00602,Sunday,0,0,57,37,3,3,11,10,25.7,38.800000000000004,46,Yellow,8,210,0,Clear,10,1837,None
2023-01-01 09:30:00,HYDERABAD,H00602,Sunday,0,0,92,59,5,6,18,25,23.0,17.6,2,Yellow,5,239,0,Clear,0,1837,None
2023-01-01 09:45:00,HYDERABAD,H00602,Sunday,0,0,79,51,4,5,15,9,27.3,25.0,16,Red,58,202,0,Fog,4,1837,None
2023-01-01 12:00:00,HYDERABAD,H00602,Sunday,0,0,79,51,4,5,15,13,39.1,22.8,33,Red,70,123,0,Cloudy,7,1837,None
2023-01-01 12:15:00,HYDERABAD,H00602,Sunday,0,0,73,47,4,5,14,4,30.5,33.8,16,Green,49,207,0,Clear,4,1837,None
2023-01-01 12:30:00,HYDERABAD,H00602,Sunday,0,0,62,40,3,4,12,15,39.6,42.0,51,Yellow,8,188,0,Cloudy,13,1837,None
2023-01-01 12:45:00,HYDERABAD,H00602,Sunday,0,0,87,56,5,6,17,25,23.4,33.800000000000004,33,Yellow,10,231,0,Clear,9,1837,None
2023-01-01 17:00:00,HYDERABAD,H00602,Sunday,0,0,71,46,4,4,14,13,25.1,28.400000000000002,25,Green,50,216,0,Cloudy,6,1837,None
2023-01-01 17:15:00,HYDERABAD,H00602,Sunday,0,0,43,27,2,3,8,25,33.7,51.400000000000006,44,Green,32,213,0,LightRain,9,1837,None
2023-01-01 17:30:00,HYDERABAD,H00602,Sunday,0,0,90,58,5,6,18,6,33.8,58.6,75,Yellow,7,190,0,LightRain,17,1837,None
2023-01-01 17:45:00,HYDERABAD,H00602,Sunday,0,0,40,26,2,2,8,10,32.7,43.800000000000004,51,Red,42,169,0,LightRain,12,1837,None
2023-01-01 20:00:00,HYDERABAD,H00602,Sunday,0,0,67,43,4,4,13,4,39.8,29.400000000000002,26,Green,52,165,0,LightRain,6,1837,None
2023-01-01 20:15:00,HYDERABAD,H00602,Sunday,0,0,59,38,3,4,11,24,30.1,57.0,44,Red,72,224,0,Clear,10,1837,None
2023-01-01 20:30:00,HYDERABAD,H00602,Sunday,0,0,73,47,4,5,14,20,31.4,37.800000000000004,55,Green,47,167,0,Fog,13,1837,None
2023-01-01 20:45:00,HYDERABAD,H00602,Sunday,0,0,71,46,4,4,14,9,29.7,29.400000000000002,41,Red,43,172,0,Clear,11,1837,None
2023-01-01 07:00:00,PUNE,P00701,Sunday,0,0,56,36,3,3,11,23,29.7,42.6,57,Green,44,184,0,Fog,14,1246,None
2023-01-01 07:15:00,PUNE,P00701,Sunday,0,0,82,53,4,5,16,14,38.3,29.400000000000002,12,Yellow,6,175,0,Clear,2,1246,None
2023-01-01 07:30:00,PUNE,P00701,Sunday,0,0,64,41,3,4,12,13,38.9,39.0,25,Green,49,173,0,Cloudy,6,1246,None
2023-01-01 07:45:00,PUNE,P00701,Sunday,0,0,56,36,3,3,11,15,40.5,46.400000000000006,59,Green,60,181,0,HeavyRain,14,1246,None
2023-01-01 09:00:00,PUNE,P00701,Sunday,0,0,56,36,3,3,11,10,26.6,36.2,42,Yellow,10,212,0,Fog,11,1246,None
2023-01-01 09:15:00,PUNE,P00701,Sunday,0,0,28,18,1,1,5,25,39.7,27.8,29,Green,36,131,0,HeavyRain,7,1246,None
2023-01-01 09:30:00,PUNE,P00701,Sunday,0,0,64,41,3,4,12,12,39.4,41.2,42,Green,40,146,0,Clear,9,1246,None
2023-01-01 09:45:00,PUNE,P00701,Sunday,0,0,46,29,2,3,9,16,30.2,32.0,37,Yellow,8,196,0,Clear,7,1246,None
2023-01-01 12:00:00,PUNE,P00701,Sunday,0,0,36,23,2,2,7,11,33.8,45.2,52,Green,43,193,0,Clear,12,1246,None
2023-01-01 12:15:00,PUNE,P00701,Sunday,0,0,72,46,4,5,14,24,37.9,38.2,19,Red,75,166,0,Fog,5,1246,None
2023-01-01 12:30:00,PUNE,P00701,Sunday,0,0,34,22,2,2,6,18,36.5,32.400000000000006,30,Green,59,177,0,LightRain,7,1246,None
2023-01-01 12:45:00,PUNE,P00701,Sunday,0,0,34,22,2,2,6,16,30.6,49.6,43,Red,75,213,0,Fog,8,1246,None
2023-01-01 17:00:00,PUNE,P00701,Sunday,0,0,65,42,3,4,13,12,35.0,18.400000000000002,5,Green,34,141,0,HeavyRain,1,1246,None
2023-01-01 17:15:00,PUNE,P00701,Sunday,0,0,39,25,2,2,7,20,39.7,58.6,77,Yellow,9,202,0,Clear,17,1246,None
2023-01-01 17:30:00,PUNE,P00701,Sunday,0,0,82,53,4,5,16,19,26.1,28.200000000000003,35,Green,50,233,0,Clear,10,1246,None
2023-01-01 17:45:00,PUNE,P00701,Sunday,0,0,51,33,3,3,10,7,38.0,52.6,42,Green,35,156,0,Clear,11,1246,None
2023-01-01 20:00:00,PUNE,P00701,Sunday,0,0,35,22,2,2,7,4,21.3,59.0,46,Green,52,304,1,Clear,26,1246,PoliceCheck
2023-01-01 20:15:00,PUNE,P00701,Sunday,0,0,66,42,3,4,13,9,22.9,55.800000000000004,57,Green,40,290,0,HeavyRain,13,1246,None
2023-01-01 20:30:00,PUNE,P00701,Sunday,0,0,70,45,4,4,14,19,33.2,37.6,26,Red,78,202,0,HeavyRain,6,1246,None
2023-01-01 20:45:00,PUNE,P00701,Sunday,0,0,58,37,3,4,11,21,42.3,27.6,42,Yellow,7,168,0,Clear,12,1246,None
2023-01-01 07:00:00,AHMEDABAD,A00804,Sunday,0,0,35,22,2,2,7,13,36.2,23.8,6,Red,66,168,0,Clear,1,1180,None
2023-01-01 07:15:00,AHMEDABAD,A00804,Sunday,0,0,52,33,3,3,10,4,24.2,46.800000000000004,53,Yellow,7,232,0,HeavyRain,12,1180,None
2023-01-01 07:30:00,AHMEDABAD,A00804,Sunday,0,0,71,46,4,4,14,15,37.6,36.400000000000006,20,Yellow,7,147,0,Clear,4,1180,None
2023-01-01 07:45:00,AHMEDABAD,A00804,Sunday,0,0,37,24,2,2,7,11,37.6,44.800000000000004,63,Red,44,170,0,Clear,16,1180,None
2023-01-01 09:00:00,AHMEDABAD,A00804,Sunday,0,0,68,44,4,4,13,25,39.4,24.400000000000002,16,Green,48,167,0,Clear,4,1180,None
2023-01-01 09:15:00,AHMEDABAD,A00804,Sunday,0,0,72,46,4,5,14,11,27.7,43.0,35,Yellow,9,219,0,Fog,10,1180,None
2023-01-01 09:30:00,AHMEDABAD,A00804,Sunday,0,0,57,37,3,3,11,2,32.6,39.0,52,Red,72,210,0,Clear,14,1180,None
2023-01-01 09:45:00,AHMEDABAD,A00804,Sunday,0,0,37,24,2,2,7,20,37.0,50.0,31,Green,35,185,0,Clear,8,1180,None
2023-01-01 12:00:00,AHMEDABAD,A00804,Sunday,0,0,53,34,3,3,10,23,42.9,35.0,35,Red,64,127,0,Fog,7,1180,None
2023-01-01 12:15:00,AHMEDABAD,A00804,Sunday,0,0,42,27,2,2,8,5,29.0,34.2,44,Green,37,180,0,Clear,11,1180,None
2023-01-01 12:30:00,AHMEDABAD,A00804,Sunday,0,0,42,27,2,2,8,19,33.4,31.200000000000003,48,Yellow,8,179,0,Clear,11,1180,None
2023-01-01 12:45:00,AHMEDABAD,A00804,Sunday,0,0,65,42,3,4,13,15,28.2,31.400000000000006,12,Yellow,8,192,0,Cloudy,2,1180,None
2023-01-01 17:00:00,AHMEDABAD,A00804,Sunday,0,0,44,28,2,3,8,24,33.2,39.6,49,Red,81,193,0,Clear,11,1180,None
2023-01-01 17:15:00,AHMEDABAD,A00804,Sunday,0,0,62,40,3,4,12,9,36.4,37.400000000000006,22,Yellow,9,171,0,Fog,5,1180,None
2023-01-01 17:30:00,AHMEDABAD,A00804,Sunday,0,0,26,16,1,1,5,3,32.9,42.6,49,Red,48,205,0,Clear,12,1180,None
2023-01-01 17:45:00,AHMEDABAD,A00804,Sunday,0,0,27,17,1,1,5,15,28.0,42.400000000000006,43,Red,56,222,0,Clear,12,1180,None
2023-01-01 20:00:00,AHMEDABAD,A00804,Sunday,0,0,61,39,3,4,12,23,26.4,50.0,52,Green,35,242,0,Clear,11,1180,None
2023-01-01 20:15:00,AHMEDABAD,A00804,Sunday,0,0,37,24,2,2,7,2,39.3,35.0,51,Yellow,10,146,0,Fog,10,1180,None
2023-01-01 20:30:00,AHMEDABAD,A00804,Sunday,0,0,61,39,3,4,12,19,26.5,33.8,43,Yellow,7,206,0,Clear,11,1180,None
2023-01-01 20:45:00,AHMEDABAD,A00804,Sunday,0,0,74,48,4,5,14,15,39.3,31.400000000000006,15,Green,43,175,0,Clear,3,1180,None
2023-01-02 07:00:00,DELHI,D00103,Monday,1,0,174,113,10,12,34,18,17.5,94.0,80,Green,51,409,0,Clear,17,2100,None
2023-01-02 07:15:00,DELHI,D00103,Monday,1,0,165,107,9,11,33,23,22.5,85.0,86,Yellow,10,340,0,Clear,23,2100,None
2023-01-02 07:30:00,DELHI,D00103,Monday,1,0,220,143,13,15,44,3,14.1,94.0,84,Red,83,519,0,Clear,21,2100,None
2023-01-02 07:45:00,DELHI,D00103,Monday,1,0,240,156,14,16,48,23,14.6,63.0,49,Green,37,415,0,Fog,11,2100,None
2023-01-02 09:00:00,DELHI,D00103,Monday,0,0,120,78,7,8,24,23,32.7,47.0,63,Yellow,6,214,0,Clear,18,2100,None
2023-01-02 09:15:00,DELHI,D00103,Monday,0,0,70,45,4,4,14,24,23.7,41.0,54,Green,40,274,0,Cloudy,11,2100,None
2023-01-02 09:30:00,DELHI,D00103,Monday,0,0,56,36,3,3,11,10,29.5,33.0,16,Yellow,7,209,0,HeavyRain,3,2100,None
2023-01-02 09:45:00,DELHI,D00103,Monday,0,0,78,50,4,5,15,5,21.4,24.0,10,Yellow,10,221,0,Clear,2,2100,None
2023-01-02 12:00:00,DELHI,D00103,Monday,0,0,126,81,7,8,25,12,29.9,37.0,19,Yellow,7,182,0,Clear,5,2100,None
2023-01-02 12:15:00,DELHI,D00103,Monday,0,0,67,43,4,4,13,5,26.2,69.0,60,Red,83,268,0,Clear,17,2100,None
2023-01-02 12:30:00,DELHI,D00103,Monday,0,0,74,48,4,5,14,8,20.8,59.0,56,Red,71,322,0,Cloudy,15,2100,None
2023-01-02 12:45:00,DELHI,D00103,Monday,0,0,110,71,6,7,22,25,27.2,33.0,35,Yellow,5,203,0,Fog,7,2100,None
2023-01-02 17:00:00,DELHI,D00103,Monday,1,0,240,156,14,16,48,8,8.6,76.0,66,Red,85,750,0,Clear,13,2100,None
2023-01-02 17:15:00,DELHI,D00103,Monday,1,0,200,130,12,14,40,17,15.8,80.0,84,Green,36,429,0,LightRain,19,2100,None
2023-01-02 17:30:00,DELHI,D00103,Monday,1,0,224,145,13,15,44,3,21.3,79.0,91,Red,63,323,0,Clear,19,2100,None
2023-01-02 17:45:00,DELHI,D00103,Monday,1,0,174,113,10,12,34,8,7.9,92.0,109,Green,46,882,0,Fog,30,2100,None
